SPKID,SubjectID
CBK92147,43024
CBK92147,43025
CBK92147,49275
CBK92147,95563
CBK92148,32567
CBK92148,42049
CBK92148,42050
CBK92148,42904
CBK92148,42913
CBK92148,43023
CBK92148,43024
CBK92148,43025
CBK92148,49275
CBK92148,95563
CBK92149,49016
CBK92149,57304
CBK92151,41277
CBK92151,41278
CBK92151,42090
CBK92151,42091
CBK92151,42092
CBK92151,48434
CBK92151,48451
CBK92151,48550
CBK92151,48560
CBK92151,48561
CBK92151,48570
CBK92151,48571
CBK92151,48572
CBK92151,48580
CBK92151,48582
CBK92151,48583
CBK92151,49274
CBK92152,31253
CBK92152,31256
CBK92152,32146
CBK92152,41043
CBK92152,41180
CBK92152,41183
CBK92152,41891
CBK92152,42028
CBK92152,42050
CBK92152,42913
CBK92152,48024
CBK92153,31253
CBK92153,31256
CBK92153,32146
CBK92153,41043
CBK92153,41180
CBK92153,41183
CBK92153,41891
CBK92153,42028
CBK92153,42050
CBK92153,42913
CBK92153,48024
CBK92157,014162
CBK92157,014220
CBK92161,26101
CBK92161,95740
CBK92161,95741
CBK92161,95742
CBK92161,95745
CBK92161,95749
CBK92162,21227
CBK92162,21643
CBK92162,21644
CBK92162,26101
CBK92165,41180
CBK92165,41183
CBK92165,41184
CBK92165,41185
CBK92165,41890
CBK92165,42036
CBK92165,42037
CBK92165,43001
CBK92165,43011
CBK92165,48436
CBK92165,57304
CBK92165,65325
CBK92165,65326
CBK92166,31243
CBK92166,31256
CBK92166,32146
CBK92166,41043
CBK92166,41080
CBK92166,42028
CBK92166,43007
CBK92166,43008
CBK92166,43023
CBK92166,43024
CBK92166,48033
CBK92168,23911
CBK92168,23912
CBK92168,23913
CBK92168,23940
CBK92168,23991
CBK92168,23992
CBK92168,23993
CBK92168,23994
CBK92168,23995
CBK92168,23996
CBK92168,23997
CBK92168,23998
CBK92169,26777
CBK92169,42046
CBK92169,42047
CBK92171,22705
CBK92171,22708
CBK92171,22743
CBK92171,22748
CBK92171,22753
CBK92171,22754
CBK92171,22787
CBK92171,77938
CBK92173,22705
CBK92173,22708
CBK92173,22743
CBK92173,22748
CBK92173,22753
CBK92173,22754
CBK92173,22787
CBK92173,77938
CBK92175,22902
CBK92175,25860
CBK92175,25862
CBK92175,25863
CBK92175,25864
CBK92175,25885
CBK92175,25936
CBK92182,21702
CBK92182,21889
CBK92182,77740
CBK92182,77745
CBK92182,78257
CBK92182,79771
CBK92183,79708
CBK92187,41180
CBK92187,41183
CBK92187,41184
CBK92187,41185
CBK92187,41890
CBK92187,42036
CBK92187,42037
CBK92187,43001
CBK92187,43011
CBK92187,48436
CBK92187,57304
CBK92187,65325
CBK92187,65326
CBK92202,31260
CBK92202,41040
CBK92202,42028
CBK92202,42913
CBK92204,41087
CBK92204,42057
CBK92204,48451
CBK92204,48570
CBK92206,21717
CBK92206,21741
CBK92206,21832
CBK92206,21879
CBK92207,21717
CBK92207,21741
CBK92207,21832
CBK92207,21937
CBK92223,65202
CBK92223,65306
CBK92224,65409
CBK92224,65508
CBK92225,210707
CBK92225,210708
CBK92225,210709
CBK92225,210710
CBK92225,210711
CBK92225,220700
CBK92237,013992
CBK92237,65242
CBK92237,65325
CBK92237,977917
CBK92237,977918
CBK92237,97901
CBK92237,99200
CBK92237,99212
CBK92238,013993
CBK92238,54004
CBK92238,54091
CBK92238,977912
CBK92238,977913
CBK92238,97900
CBK92238,99218
CBK92251,42065
CBK92251,42066
CBK92251,42067
CBK92251,42068
CBK92252,42065
CBK92252,42066
CBK92252,42067
CBK92252,42068
CBK92252,49118
CBK92252,49119
CBK92252,49254
CBK92253,42065
CBK92253,42066
CBK92253,42067
CBK92253,42068
CBK92253,49118
CBK92253,49119
CBK92253,49254
MAJ01079,33130
MAJ01079,33230
MAJ01079,37252
MAJ01079,65001
MAJ01079,65111
MAJ01079,65202
MAJ01079,65212
MAJ01079,65306
MAJ01079,65307
MAJ01079,65409
MAJ01079,65411
MAJ01079,65508
MAJ01079,65509
MAJ01079,68075
MAJ01079,68101
MAJ01079,68201
MAJ01080,33130
MAJ01080,33230
MAJ01080,37252
MAJ01080,37336
MAJ01080,65111
MAJ01080,65212
MAJ01080,68075
MAJ01080,68101
MAJ01080,68201
MAJ01080,68206
MAJ01080,68316
MAJ01080,68320
MAJ01080,68412
MAJ01080,68413
MAJ01080,68414
MAJ01080,68416
MAJ01080,68513
MAJ01080,68606
MAJ01082,33116
MAJ01082,65111
MAJ01082,65621
MAJ01082,91100
MAJ01082,91107
MAJ01082,91116
MAJ01082,91120
MAJ01082,91121
MAJ01082,91123
MAJ01082,91132
MAJ01082,91145
MAJ01082,91154
MAJ01082,91155
MAJ01082,91159
MAJ01082,91161
MAJ01082,91168
MAJ01082,91270
MAJ01082,91309
MAJ01087,65001
MAJ01087,65111
MAJ01087,65202
MAJ01087,65212
MAJ01087,65306
MAJ01087,65307
MAJ01087,65409
MAJ01087,65411
MAJ01087,65508
MAJ01087,65509
MAJ01087,68101
MAJ01087,68201
MAJ01087,68206
MAJ01087,68412
MAJ01087,68413
MAJ01087,68416
MAJ01088,37252
MAJ01088,37336
MAJ01088,65111
MAJ01088,65212
MAJ01088,68075
MAJ01088,68101
MAJ01088,68201
MAJ01088,68206
MAJ01088,68320
MAJ01088,68412
MAJ01088,68413
MAJ01088,68414
MAJ01088,68416
MAJ01088,68513
MAJ01088,68606
MAJ01089,65111
MAJ01089,91100
MAJ01089,91107
MAJ01089,91120
MAJ01089,91121
MAJ01089,91123
MAJ01089,91126
MAJ01089,91145
MAJ01089,91154
MAJ01089,91155
MAJ01089,91157
MAJ01089,91159
MAJ01089,91168
MAJ01089,91309
MAJ01090,65111
MAJ01090,65212
MAJ01090,91129
MAJ01090,91148
MAJ01090,91161
MAJ01090,91180
MAJ01090,91192
MAJ01090,91193
MAJ01090,91195
MAJ01090,91196
MAJ01090,91239
MAJ01090,91314
MAJ01090,91320
MAJ01090,91400
MAJ01090,91401
MAJ01090,91500
MAJ01090,91563
MAJ01090,91705
MAJ01095,35005
MAJ01095,35006
MAJ01095,35007
MAJ01095,37161
MAJ01095,37181
MAJ01095,37233
MAJ01095,37234
MAJ01095,37242
MAJ01095,37252
MAJ01095,37262
MAJ01095,37335
MAJ01095,37336
MAJ01095,37345
MAJ01095,37363
MAJ01095,37495
MAJ01095,41039
MAJ01095,60006
MAJ01100,65001
MAJ01100,65202
MAJ01100,65306
MAJ01100,65307
MAJ01100,65409
MAJ01100,65411
MAJ01100,65508
MAJ01100,65509
MAJ01101,68075
MAJ01101,68206
MAJ01101,68320
MAJ01101,68412
MAJ01101,68413
MAJ01101,68416
MAJ01101,68513
MAJ01101,68606
MAJ01103,21214
MAJ01103,65202
MAJ01103,65508
MAJ01103,79006
MAJ01103,91142
MAJ01103,91159
MAJ01103,91168
MAJ01103,91239
MAJ01103,91314
MAJ01103,91320
MAJ01103,91368
MAJ01103,91369
MAJ01103,91401
MAJ01103,91705
MAJ01103,91707
MAJ01103,91817
MAJ01105,65001
MAJ01105,91142
MAJ01105,91148
MAJ01105,91168
MAJ01105,91178
MAJ01105,91180
MAJ01105,91192
MAJ01105,91193
MAJ01105,91195
MAJ01105,91196
MAJ01105,91239
MAJ01105,91314
MAJ01105,91320
MAJ01105,91401
MAJ01105,91500
MAJ01105,91563
MAJ01105,91705
MAJ01105,91707
MAJ01105,91709
MAJ01110,37181
MAJ01110,37233
MAJ01110,37234
MAJ01110,37242
MAJ01110,37252
MAJ01110,37262
MAJ01110,41039
MAJ01112,33116
MAJ01112,65111
MAJ01112,65621
MAJ01112,91100
MAJ01112,91107
MAJ01112,91118
MAJ01112,91120
MAJ01112,91121
MAJ01112,91123
MAJ01112,91126
MAJ01112,91132
MAJ01112,91145
MAJ01112,91154
MAJ01112,91156
MAJ01112,91157
MAJ01112,91161
MAJ01112,91270
MAJ01114,65001
MAJ01114,65111
MAJ01114,65202
MAJ01114,65212
MAJ01114,91148
MAJ01114,91161
MAJ01114,91180
MAJ01114,91193
MAJ01114,91194
MAJ01114,91195
MAJ01114,91239
MAJ01114,91314
MAJ01114,91320
MAJ01114,91400
MAJ01114,91401
MAJ01114,91563
MAJ01114,91705
MAJ01114,91707
MAJ01114,91709
MAJ01116,33130
MAJ01116,33230
MAJ01116,35005
MAJ01116,35006
MAJ01116,35007
MAJ01116,37161
MAJ01116,37181
MAJ01116,37233
MAJ01116,37234
MAJ01116,37242
MAJ01116,37252
MAJ01116,37262
MAJ01116,37335
MAJ01116,37336
MAJ01116,37363
MAJ01116,37495
MAJ01116,41039
MAJ01116,60006
MAJ01116,65111
MAJ01116,68101
MAJ01117,65111
MAJ01117,65212
MAJ01117,91123
MAJ01117,91132
MAJ01117,91142
MAJ01117,91161
MAJ01117,91168
MAJ01117,91180
MAJ01117,91314
MAJ01117,91320
MAJ01117,91368
MAJ01117,91369
MAJ01117,91400
MAJ01117,91401
MAJ01117,91705
MAJ01117,91707
MAJ01117,91817
MAJ01117,91818
MAJ01119,21214
MAJ01119,65111
MAJ01119,65212
MAJ01119,79006
MAJ01119,91132
MAJ01119,91142
MAJ01119,91161
MAJ01119,91180
MAJ01119,91314
MAJ01119,91368
MAJ01119,91369
MAJ01119,91400
MAJ01119,91401
MAJ01119,91705
MAJ01119,91707
MAJ01119,91817
MAJ01119,91818
MAJ01120,65111
MAJ01120,65212
MAJ01120,91132
MAJ01120,91148
MAJ01120,91161
MAJ01120,91180
MAJ01120,91193
MAJ01120,91194
MAJ01120,91195
MAJ01120,91314
MAJ01120,91320
MAJ01120,91400
MAJ01120,91401
MAJ01120,91563
MAJ01120,91705
MAJ01120,91707
MAJ01120,91709
MAJ01124,35002
MAJ01124,35003
MAJ01124,35004
MAJ01124,37007
MAJ01124,37010
MAJ01124,37400
MAJ01124,37401
MAJ01124,37457
MAJ01124,37500
MAJ01133,35002
MAJ01133,35003
MAJ01133,35004
MAJ01133,37007
MAJ01133,37010
MAJ01133,37400
MAJ01133,37401
MAJ01133,37457
MAJ01135,42060
MAJ01135,42721
MAJ01135,48023
MAJ01135,49261
MAJ01135,49275
MAJ01135,60002
MAJ01135,60003
MAJ01135,60102
MAJ01135,60105
MAJ01135,60106
MAJ01135,60108
MAJ01135,60109
MAJ01135,60116
MAJ01135,60119
MAJ01135,60904
MAJ01135,68028
MAJ01135,69502
MAJ01135,91171
MAJ01135,91186
MAJ01135,91187
MAJ01135,91191
MAJ01135,91567
MAJ01135,91569
MAJ01148,33116
MAJ01148,60006
MAJ01148,65111
MAJ01148,65202
MAJ01148,65212
MAJ01148,65306
MAJ01148,65409
MAJ01148,65508
MAJ01148,65544
MAJ01148,65545
MAJ01148,91161
MAJ01148,91400
MAJ01149,33116
MAJ01149,60006
MAJ01149,65111
MAJ01149,65212
MAJ01149,65318
MAJ01149,65319
MAJ01149,91132
MAJ01149,91137
MAJ01149,91161
MAJ01149,91314
MAJ01149,91320
MAJ01149,91400
MAJ01150,33116
MAJ01150,60006
MAJ01150,65111
MAJ01150,65212
MAJ01150,65306
MAJ01150,65321
MAJ01150,65322
MAJ01150,65323
MAJ01150,65409
MAJ01150,91161
MAJ01150,91314
MAJ01150,91400
MAJ01151,31250
MAJ01151,31268
MAJ01151,33116
MAJ01151,41092
MAJ01151,41900
MAJ01151,48023
MAJ01151,48436
MAJ01151,48730
MAJ01151,60006
MAJ01151,65325
MAJ01151,65326
MAJ01151,65327
MAJ01152,33116
MAJ01152,65001
MAJ01152,65111
MAJ01152,65202
MAJ01152,65212
MAJ01152,65306
MAJ01152,65409
MAJ01152,65411
MAJ01152,65508
MAJ01152,65544
MAJ01152,91400
MAJ01153,33116
MAJ01153,65111
MAJ01153,65212
MAJ01153,65318
MAJ01153,65319
MAJ01153,91132
MAJ01153,91137
MAJ01153,91161
MAJ01153,91314
MAJ01153,91400
MAJ01154,33116
MAJ01154,65111
MAJ01154,65212
MAJ01154,65306
MAJ01154,65319
MAJ01154,65321
MAJ01154,65322
MAJ01154,65323
MAJ01154,65409
MAJ01154,65544
MAJ01154,91161
MAJ01155,33116
MAJ01155,41092
MAJ01155,41900
MAJ01155,48023
MAJ01155,48436
MAJ01155,48730
MAJ01155,65325
MAJ01155,65326
MAJ01155,65327
MAJ01156,35005
MAJ01156,37161
MAJ01156,37233
MAJ01156,37234
MAJ01156,37252
MAJ01156,37262
MAJ01156,37335
MAJ01156,37363
MAJ01159,65212
MAJ01159,91132
MAJ01159,91180
MAJ01159,91314
MAJ01159,91320
MAJ01159,91368
MAJ01159,91400
MAJ01159,91401
MAJ01159,91705
MAJ01159,91817
MAJ01160,65621
MAJ01160,91107
MAJ01160,91123
MAJ01160,91132
MAJ01160,91145
MAJ01160,91154
MAJ01160,91159
MAJ01160,91314
MAJ01160,91368
MAJ01160,91818
MAJ01169,31061
MAJ01169,31250
MAJ01169,37345
MAJ01169,37363
MAJ01169,37373
MAJ01169,37495
MAJ01172,21511
MAJ01172,25300
MAJ01172,25503
MAJ01172,35005
MAJ01172,37336
MAJ01172,37345
MAJ01172,37363
MAJ01172,37373
MAJ01172,37495
MAJ01173,79006
MAJ01173,91142
MAJ01173,91145
MAJ01173,91154
MAJ01173,91156
MAJ01173,91159
MAJ01173,91168
MAJ01173,91178
MAJ01173,91314
MAJ01173,91368
MAJ01173,91369
MAJ01173,91818
MAJ01174,79006
MAJ01174,91142
MAJ01174,91148
MAJ01174,91178
MAJ01174,91180
MAJ01174,91193
MAJ01174,91314
MAJ01174,91368
MAJ01174,91369
MAJ01174,91401
MAJ01174,91705
MAJ01174,91707
MAJ01174,91817
MAJ01175,91148
MAJ01175,91194
MAJ01175,91195
MAJ01175,91239
MAJ01175,91314
MAJ01175,91320
MAJ01175,91401
MAJ01175,91705
MAJ01175,91707
MAJ01175,91709
MAJ01175,91812
MAJ01175,91813
MAJ01175,95735
MAJ01176,65001
MAJ01176,65202
MAJ01176,91194
MAJ01176,91239
MAJ01176,91314
MAJ01176,91320
MAJ01176,91401
MAJ01176,91705
MAJ01176,91707
MAJ01176,91709
MAJ01176,91812
MAJ01176,91813
MAJ01176,95735
MAJ01177,15315
MAJ01177,37010
MAJ01177,57214
MAJ01177,60002
MAJ01177,60003
MAJ01177,60004
MAJ01177,60102
MAJ01177,60105
MAJ01177,60106
MAJ01177,60108
MAJ01177,60109
MAJ01177,60116
MAJ01177,60119
MAJ01177,60904
MAJ01177,65009
MAJ01177,65019
MAJ01177,68106
MAJ01177,69505
MAJ01177,69506
MAJ01177,91189
MAJ01177,91191
MAJ01177,91567
MAJ01177,91572
MAJ01177,99026
MAJ01178,91148
MAJ01178,91180
MAJ01178,91194
MAJ01178,91239
MAJ01178,91314
MAJ01178,91320
MAJ01178,91401
MAJ01178,91563
MAJ01178,91705
MAJ01178,91707
MAJ01178,91709
MAJ01178,91812
MAJ01179,65111
MAJ01179,65212
MAJ01179,91148
MAJ01179,91161
MAJ01179,91180
MAJ01179,91194
MAJ01179,91239
MAJ01179,91314
MAJ01179,91320
MAJ01179,91400
MAJ01179,91401
MAJ01179,91705
MAJ01179,91707
MAJ01180,65202
MAJ01180,91142
MAJ01180,91148
MAJ01180,91180
MAJ01180,91194
MAJ01180,91239
MAJ01180,91314
MAJ01180,91320
MAJ01180,91401
MAJ01180,91563
MAJ01180,91705
MAJ01180,91707
MAJ01180,91709
MAJ01180,91812
MAJ01181,65010
MAJ01181,66063
MAJ01181,66064
MAJ01181,66065
MAJ01181,66066
MAJ01181,66067
MAJ01181,99028
MAJ01182,65010
MAJ01182,66063
MAJ01182,66064
MAJ01182,66065
MAJ01182,66066
MAJ01182,66067
MAJ01182,99028
MAJ01183,15315
MAJ01183,37010
MAJ01183,57214
MAJ01183,60002
MAJ01183,60003
MAJ01183,60004
MAJ01183,60102
MAJ01183,60105
MAJ01183,60106
MAJ01183,60108
MAJ01183,60109
MAJ01183,60116
MAJ01183,60119
MAJ01183,60904
MAJ01183,65009
MAJ01183,65019
MAJ01183,68106
MAJ01183,69505
MAJ01183,69506
MAJ01183,91189
MAJ01183,91191
MAJ01183,91567
MAJ01183,91572
MAJ01183,99026
MAJ01184,65861
MAJ01184,65862
MAJ01185,91103
MAJ01185,91104
MAJ01186,91103
MAJ01186,91104
MAJ01187,68998
MAJ01187,68999
MAJ01188,37336
MAJ01188,68206
MAJ01188,68316
MAJ01188,68413
MAJ01188,68414
MAJ01188,68513
MAJ01188,68606
MAJ01188,68746
MAJ02041,31061
MAJ02041,31245
MAJ02041,31247
MAJ02041,31251
MAJ02041,31253
MAJ02041,31257
MAJ02041,31258
MAJ02041,31260
MAJ02041,31266
MAJ02041,31268
MAJ02041,31269
MAJ02041,31276
MAJ02041,31277
MAJ02041,31282
MAJ02041,41092
MAJ02041,41900
MAJ02041,48023
MAJ02041,48024
MAJ02041,48433
MAJ02041,48730
MAJ02080,31097
MAJ02080,31245
MAJ02080,31247
MAJ02080,31255
MAJ02080,31257
MAJ02080,31258
MAJ02080,31276
MAJ02080,31280
MAJ02080,31282
MAJ02080,48270
MAJ02081,31005
MAJ02081,31243
MAJ02081,31243
MAJ02081,31250
MAJ02081,31253
MAJ02081,31256
MAJ02081,31256
MAJ02081,32146
MAJ02081,33116
MAJ02081,33116
MAJ02081,33130
MAJ02081,41004
MAJ02081,48024
MAJ02092,31080
MAJ02092,31250
MAJ02092,31260
MAJ02092,31262
MAJ02092,31263
MAJ02092,31748
MAJ02092,31777
MAJ02092,31927
MAJ02092,41019
MAJ02092,41020
MAJ02092,41021
MAJ02092,41889
MAJ02095,320146
MAJ02095,420107
MAJ02095,420108
MAJ02095,570100
MAJ02096,320146
MAJ02096,320513
MAJ02096,420104
MAJ02096,570100
MAJ02900,41180
MAJ02900,41181
MAJ02900,41182
MAJ02900,41183
MAJ02900,41184
MAJ02900,41185
MAJ02900,41900
MAJ02900,48436
MAJ02900,48730
MAJ02901,31005
MAJ02901,31250
MAJ02901,37161
MAJ02901,37233
MAJ02901,37262
MAJ02901,41052
MAJ02901,41076
MAJ02901,41171
MAJ02901,41172
MAJ02901,41173
MAJ02901,41174
MAJ02901,41175
MAJ02901,42028
MAJ02901,43025
MAJ03001,41029
MAJ03001,41030
MAJ03001,48221
MAJ03001,48310
MAJ03001,48320
MAJ03001,48321
MAJ03001,48330
MAJ03001,48331
MAJ03001,48340
MAJ03001,48349
MAJ03001,48352
MAJ03001,48353
MAJ03001,48360
MAJ03001,48362
MAJ03001,48641
MAJ03001,60101
MAJ03002,41029
MAJ03002,41030
MAJ03002,48221
MAJ03002,48310
MAJ03002,48320
MAJ03002,48321
MAJ03002,48330
MAJ03002,48331
MAJ03002,48349
MAJ03002,48350
MAJ03002,48352
MAJ03002,48353
MAJ03002,48360
MAJ03002,48362
MAJ03002,48641
MAJ03002,48821
MAJ03002,48860
MAJ03002,48881
MAJ03002,65111
MAJ03005,41029
MAJ03005,41030
MAJ03005,41088
MAJ03005,41089
MAJ03007,41029
MAJ03007,41030
MAJ03007,41053
MAJ03007,41054
MAJ03007,41056
MAJ03007,41057
MAJ03007,41058
MAJ03007,41059
MAJ03007,41060
MAJ03007,41066
MAJ03007,41067
MAJ03007,41099
MAJ03007,43014
MAJ03007,43015
MAJ03007,43016
MAJ03007,43017
MAJ03007,43018
MAJ03007,43019
MAJ03007,48221
MAJ03007,48610
MAJ03012,41012
MAJ03012,41013
MAJ03012,41014
MAJ03012,41029
MAJ03012,41030
MAJ03012,41039
MAJ03012,41053
MAJ03012,41054
MAJ03012,41056
MAJ03012,41058
MAJ03012,41059
MAJ03012,41068
MAJ03012,41069
MAJ03012,41070
MAJ03012,41099
MAJ03012,41118
MAJ03012,41302
MAJ03012,43019
MAJ03012,48610
MAJ03012,48622
MAJ03017,41029
MAJ03017,41030
MAJ03017,48430
MAJ03017,48441
MAJ03017,48510
MAJ03017,48520
MAJ03017,48521
MAJ03017,48530
MAJ03017,48531
MAJ03017,48540
MAJ03017,68038
MAJ03025,41029
MAJ03025,41030
MAJ03025,48221
MAJ03025,48310
MAJ03025,48320
MAJ03025,48321
MAJ03025,48330
MAJ03025,48331
MAJ03025,48340
MAJ03025,48349
MAJ03025,48350
MAJ03025,48352
MAJ03025,48353
MAJ03025,48360
MAJ03025,48362
MAJ03025,48366
MAJ03025,48370
MAJ03025,48389
MAJ03025,48641
MAJ03025,60101
MAJ03028,41029
MAJ03028,41030
MAJ03028,41088
MAJ03030,41029
MAJ03030,41030
MAJ03030,41053
MAJ03030,41054
MAJ03030,41056
MAJ03030,41057
MAJ03030,41058
MAJ03030,41059
MAJ03030,41060
MAJ03030,41066
MAJ03030,41067
MAJ03030,41099
MAJ03030,43014
MAJ03030,43015
MAJ03030,43016
MAJ03030,43017
MAJ03030,43018
MAJ03030,43019
MAJ03030,48221
MAJ03030,48610
MAJ03134,42095
MAJ03134,48221
MAJ03134,48310
MAJ03134,48320
MAJ03134,48321
MAJ03134,48330
MAJ03134,48331
MAJ03134,48340
MAJ03134,48349
MAJ03134,48350
MAJ03134,48352
MAJ03134,48353
MAJ03134,48360
MAJ03134,48362
MAJ03134,48370
MAJ03134,48641
MAJ03134,60101
MAJ03139,41053
MAJ03139,41054
MAJ03139,41056
MAJ03139,41057
MAJ03139,41058
MAJ03139,41059
MAJ03139,41060
MAJ03139,41066
MAJ03139,41099
MAJ03139,43014
MAJ03139,43015
MAJ03139,43017
MAJ03139,48221
MAJ03139,48610
MAJ03444,31242
MAJ03444,31251
MAJ03444,31253
MAJ03444,31260
MAJ03444,31777
MAJ03444,31927
MAJ03444,41001
MAJ03444,41025
MAJ03444,41026
MAJ03444,41113
MAJ03444,41889
MAJ03444,48024
MAJ03444,48433
MAJ03445,31261
MAJ03445,31275
MAJ03445,31277
MAJ03445,31338
MAJ03445,32009
MAJ03445,32011
MAJ03445,41890
MAJ03445,41891
MAJ03445,41900
MAJ03445,41903
MAJ03445,41905
MAJ03445,42036
MAJ03445,42037
MAJ03445,48033
MAJ03445,48436
MAJ03445,48450
MAJ03445,48730
MAJ03470,42721
MAJ03470,49261
MAJ03470,49275
MAJ03470,60904
MAJ03470,69502
MAJ03470,91171
MAJ03470,91191
MAJ03472,26101
MAJ03472,31061
MAJ03472,31250
MAJ03472,41029
MAJ03472,41030
MAJ03472,41099
MAJ03472,41160
MAJ03472,41161
MAJ03472,41162
MAJ03472,41163
MAJ03472,42001
MAJ03472,42026
MAJ03472,42722
MAJ03472,42724
MAJ03472,43021
MAJ03472,43022
MAJ03472,48023
MAJ03472,48510
MAJ03472,49261
MAJ03472,65111
MAJ03472,91148
MAJ03472,91161
MAJ03472,91400
MAJ03472,91705
MAJ03473,26101
MAJ03473,31061
MAJ03473,31250
MAJ03473,41029
MAJ03473,41030
MAJ03473,41099
MAJ03473,41160
MAJ03473,41161
MAJ03473,41162
MAJ03473,41163
MAJ03473,42001
MAJ03473,42026
MAJ03473,42722
MAJ03473,42724
MAJ03473,43021
MAJ03473,43022
MAJ03473,48023
MAJ03473,48510
MAJ03473,49261
MAJ03473,65111
MAJ03473,91148
MAJ03473,91161
MAJ03473,91400
MAJ03490,42908
MAJ03491,42908
MAJ03492,42908
MAJ03493,42908
MAJ03495,42908
MAJ03496,42908
MAJ03498,42908
MAJ03500,42908
MAJ03502,42908
MAJ03503,42908
MAJ03504,41012
MAJ03504,41013
MAJ03504,41014
MAJ03504,41029
MAJ03504,41030
MAJ03504,41039
MAJ03504,41053
MAJ03504,41054
MAJ03504,41056
MAJ03504,41058
MAJ03504,41059
MAJ03504,41068
MAJ03504,41069
MAJ03504,41070
MAJ03504,41099
MAJ03504,41118
MAJ03504,41302
MAJ03504,43019
MAJ03504,48610
MAJ03504,48622
MAJ03505,41012
MAJ03505,41013
MAJ03505,41014
MAJ03505,41029
MAJ03505,41030
MAJ03505,41039
MAJ03505,41053
MAJ03505,41054
MAJ03505,41056
MAJ03505,41058
MAJ03505,41059
MAJ03505,41068
MAJ03505,41069
MAJ03505,41070
MAJ03505,41099
MAJ03505,41118
MAJ03505,41302
MAJ03505,43019
MAJ03505,48610
MAJ03505,48622
MAJ03507,41012
MAJ03507,41013
MAJ03507,41014
MAJ03507,41039
MAJ03507,41053
MAJ03507,41054
MAJ03507,41056
MAJ03507,41058
MAJ03507,41059
MAJ03507,41068
MAJ03507,41070
MAJ03507,41099
MAJ03507,48610
MAJ03507,48622
MAJ03512,49143
MAJ03513,49143
MAJ03514,49143
MAJ03515,31005
MAJ03515,31250
MAJ03515,31271
MAJ03515,41001
MAJ03515,41039
MAJ03515,41082
MAJ03515,41091
MAJ03515,41092
MAJ03515,48730
MAJ03517,31005
MAJ03517,31250
MAJ03517,31271
MAJ03517,41001
MAJ03517,41029
MAJ03517,41030
MAJ03517,41039
MAJ03517,41082
MAJ03517,41091
MAJ03517,41092
MAJ03517,48730
MAJ03518,31005
MAJ03518,31250
MAJ03518,31271
MAJ03518,41001
MAJ03518,41029
MAJ03518,41030
MAJ03518,41039
MAJ03518,41082
MAJ03518,41091
MAJ03518,41092
MAJ03518,48730
MAJ03519,31242
MAJ03519,31253
MAJ03519,31260
MAJ03519,31777
MAJ03519,31927
MAJ03519,41001
MAJ03519,41025
MAJ03519,41026
MAJ03519,41052
MAJ03519,41113
MAJ03519,41889
MAJ03519,48433
MAJ03520,31251
MAJ03520,31257
MAJ03520,31269
MAJ03520,31271
MAJ03520,31282
MAJ03520,41039
MAJ03520,48024
MAJ03520,48433
MAJ03522,31251
MAJ03522,31257
MAJ03522,31269
MAJ03522,31271
MAJ03522,31282
MAJ03522,41029
MAJ03522,41030
MAJ03522,41039
MAJ03522,48024
MAJ03522,48433
MAJ03523,31251
MAJ03523,31257
MAJ03523,31269
MAJ03523,31271
MAJ03523,31282
MAJ03523,41029
MAJ03523,41030
MAJ03523,41039
MAJ03523,48024
MAJ03523,48433
MAJ03524,41029
MAJ03524,41030
MAJ03524,41088
MAJ03524,41089
MAJ03525,41029
MAJ03525,41030
MAJ03525,41088
MAJ03529,42908
MAJ03530,49143
MAJ03531,32555
MAJ03531,42043
MAJ03531,42044
MAJ03531,49261
MAJ03531,49274
MAJ03531,49275
MAJ03531,49329
MAJ03532,32555
MAJ03532,42043
MAJ03532,42044
MAJ03532,42908
MAJ03532,49261
MAJ03532,49274
MAJ03532,49275
MAJ03532,49329
MAJ03533,32555
MAJ03533,42043
MAJ03533,42044
MAJ03533,49143
MAJ03533,49261
MAJ03533,49274
MAJ03533,49275
MAJ03533,49329
MAJ03534,49143
MAJ03536,42908
MAJ03537,41029
MAJ03537,41030
MAJ03538,31080
MAJ03538,31250
MAJ03538,31251
MAJ03538,31263
MAJ03538,31264
MAJ03538,31271
MAJ03538,35007
MAJ03538,37233
MAJ03538,41039
MAJ03538,41040
MAJ03538,41054
MAJ03538,41082
MAJ03538,48024
MAJ03538,48310
MAJ03538,48433
MAJ03538,48510
MAJ03538,48610
MAJ03538,60101
MAJ03539,49143
MAJ03540,41029
MAJ03540,41030
MAJ03540,41039
MAJ03540,41130
MAJ03540,48023
MAJ03540,48210
MAJ03540,48221
MAJ03540,48430
MAJ03541,41029
MAJ03541,41030
MAJ03541,41039
MAJ03541,41130
MAJ03541,48023
MAJ03541,48210
MAJ03541,48221
MAJ03541,48430
MAJ03542,41039
MAJ03542,41130
MAJ03542,48023
MAJ03542,48210
MAJ03542,48221
MAJ03542,48430
MAJ03543,41106
MAJ03543,41107
MAJ03543,41108
MAJ03543,41109
MAJ03544,41029
MAJ03544,41030
MAJ03544,41108
MAJ03544,41117
MAJ03544,41301
MAJ03544,41305
MAJ03544,41308
MAJ03544,41380
MAJ03544,41381
MAJ03544,41382
MAJ03544,41383
MAJ03544,41384
MAJ03544,41385
MAJ03544,41386
MAJ03544,43015
MAJ03544,48350
MAJ03544,48641
MAJ03544,60101
MAJ03544,65212
MAJ03544,91161
