SPKID,SPKID2
CBK92045,MAJ10061
CBK92046,MAJ01169
CBK92046,MAJ01172
CBK92048,STM91633
CBK92048,STM91634
CBK92049,CBK91947
CBK92049,CBK91950
CBK92049,CBK91951
CBK92049,CBK92050
CBK92049,CBK92051
CBK92055,CBK92069
CBK92056,STM91644
CBK92056,STM91645
CBK92057,MAJ09453
CBK92057,MAJ09454
CBK92057,MAJ09455
CBK92057,MAJ09456
CBK92057,MAJ09457
CBK92057,MAJ09458
CBK92058,MAJ09470
CBK92058,MAJ09471
CBK92058,MAJ09472
CBK92058,MAJ09473
CBK92058,MAJ09474
CBK92058,MAJ09475
CBK92061,CBK92063
CBK92061,CBK92064
CBK92062,CBK92067
CBK92062,CBK92068
CBK92063,MAJ09477
CBK92063,MAJ09478
CBK92063,MAJ09479
CBK92063,MAJ09480
CBK92063,MAJ09482
CBK92064,CBK92065
CBK92064,CBK92066
CBK92065,STM91658
CBK92065,STM91659
CBK92065,STM91660
CBK92065,STM91661
CBK92065,STM91673
CBK92067,CBK92070
CBK92068,CBK92069
CBK92074,STM91649
CBK92074,STM91662
CBK92074,STM91663
CBK92075,STM91650
CBK92075,STM91662
CBK92075,STM91663
CBK92076,STM91651
CBK92076,STM91662
CBK92076,STM91663
CBK92077,STM91652
CBK92077,STM91662
CBK92077,STM91663
CBK92078,STM91653
CBK92078,STM91662
CBK92078,STM91663
CBK92079,STM91654
CBK92079,STM91662
CBK92079,STM91663
CBK92080,MAJ09476
CBK92080,MAJ09478
CBK92080,MAJ09479
CBK92080,MAJ09480
CBK92080,MAJ09482
CBK92081,MAJ09476
CBK92081,MAJ09477
CBK92081,MAJ09479
CBK92081,MAJ09480
CBK92081,MAJ09483
CBK92082,MAJ09476
CBK92082,MAJ09477
CBK92082,MAJ09478
CBK92082,MAJ09480
CBK92082,MAJ09484
CBK92083,MAJ09476
CBK92083,MAJ09477
CBK92083,MAJ09478
CBK92083,MAJ09479
CBK92083,MAJ09485
CBK92084,MAJ09476
CBK92084,MAJ09478
CBK92084,MAJ09479
CBK92084,MAJ09480
CBK92084,MAJ09482
CBK92084,MAJ09489
CBK92085,MAJ09476
CBK92085,MAJ09477
CBK92085,MAJ09486
CBK92085,MAJ09487
CBK92085,MAJ09488
CBK92086,STM91659
CBK92086,STM91660
CBK92086,STM91661
CBK92086,STM91671
CBK92086,STM91673
CBK92087,STM91658
CBK92087,STM91659
CBK92087,STM91660
CBK92087,STM91671
CBK92087,STM91701
CBK92088,STM91658
CBK92088,STM91660
CBK92088,STM91661
CBK92088,STM91671
CBK92088,STM91673
CBK92089,STM91658
CBK92089,STM91659
CBK92089,STM91661
CBK92089,STM91671
CBK92089,STM91673
CBK92090,STM91658
CBK92090,STM91659
CBK92090,STM91660
CBK92090,STM91661
CBK92090,STM91671
CBK92090,STM91673
CBK92091,STM91658
CBK92091,STM91660
CBK92091,STM91671
CBK92091,STM91702
CBK92091,STM91703
CBK92092,CBK92080
CBK92092,CBK92098
CBK92093,CBK92081
CBK92093,CBK92099
CBK92094,CBK92082
CBK92094,CBK92100
CBK92095,CBK92083
CBK92095,CBK92101
CBK92096,CBK92084
CBK92096,CBK92102
CBK92097,CBK92085
CBK92097,CBK92103
CBK92098,CBK92066
CBK92098,CBK92086
CBK92099,CBK92066
CBK92099,CBK92087
CBK92100,CBK92066
CBK92100,CBK92088
CBK92101,CBK92066
CBK92101,CBK92089
CBK92102,CBK92066
CBK92102,CBK92090
CBK92103,CBK92066
CBK92103,CBK92091
CBK92106,CBK92104
CBK92106,CBK92105
CBK92107,CBK92070
CBK92108,CBK92069
CBK92109,CBK92106
CBK92109,CBK92107
CBK92109,CBK92108
CBK92122,CBK90387
CBK92127,CBK90783
CBK92127,SMJ10165
CBK92127,SMJ10166
CBK92127,SMJ10167
CBK92129,CBK92130
CBK92129,STM90499
CBK92129,STM91707
CBK92129,STM91709
CBK92129,STM91710
CBK92133,CBK92129
CBK92133,CBK92131
CBK92133,CBK92132
CBK92137,CBK90579
CBK92137,CBK90580
CBK92137,CBK90581
CBK92137,CBK92069
CBK92138,MAJ01173
CBK92138,MAJ01174
CBK92139,STM91712
CBK92139,STM91713
CBK92140,MAJ01175
CBK92140,MAJ01176
CBK92144,MAJ01178
CBK92144,MAJ06255
CBK92145,MAJ01179
CBK92145,MAJ06256
CBK92146,MAJ01180
CBK92146,MAJ06257
CBK92150,SMJ10169
CBK92150,SMJ10170
CBK92160,CBK92158
CBK92160,STM91727
CBK92160,STM91728
CBK92160,STM91731
CBK92160,STM91732
CBK92160,STM91733
CBK92160,STM91801
CBK92160,STM91802
CBK92160,STM91803
CBK92167,STM91744
CBK92167,STM91745
CBK92167,STM91746
CBK92167,STM91747
CBK92167,STM91748
CBK92168,CBK92169
CBK92170,CBK92171
CBK92172,CBK92173
CBK92174,STM91751
CBK92174,STM91752
CBK92176,CBK92169
CBK92176,CBK92175
CBK92178,STM91756
CBK92178,STM91757
CBK92183,CBK92182
CBK92185,MAJ01184
CBK92185,MAJ01185
CBK92185,MAJ01186
CBK92185,MAJ01187
CBK92188,CBK90784
CBK92188,SMJ01032
CBK92188,SMJ02064
CBK92188,SMJ02065
CBK92188,SMJ03036
CBK92188,SMJ03037
CBK92188,SMJ08197
CBK92188,SMJ09034
CBK92188,SMJ09035
CBK92188,SMJ09036
CBK92188,SMJ10156
CBK92188,SMJ10164
CBK92188,SMJ10178
CBK92190,SMJ10179
CBK92190,SMJ10181
CBK92190,SMJ10182
CBK92190,SMJ10184
CBK92190,SMJ10185
CBK92191,SMJ10179
CBK92191,SMJ10180
CBK92191,SMJ10181
CBK92191,SMJ10183
CBK92191,SMJ10184
CBK92191,SMJ10185
CBK92192,SMJ10180
CBK92192,SMJ10182
CBK92192,SMJ10186
CBK92193,CBK90784
CBK92193,SMJ01010
CBK92193,SMJ02065
CBK92193,SMJ02066
CBK92193,SMJ02067
CBK92193,SMJ03036
CBK92193,SMJ03037
CBK92193,SMJ10157
CBK92193,SMJ10188
CBK92193,SMJ10189
CBK92193,SMJ10190
CBK92193,SMJ10196
CBK92194,MAJ02080
CBK92194,MAJ02092
CBK92194,MAJ02900
CBK92194,MAJ02901
CBK92194,MAJ03445
CBK92194,MAJ03519
CBK92194,MAJ10053
CBK92195,CBK92193
CBK92195,CBK92194
CBK92201,STM91768
CBK92201,STM91769
CBK92203,STM91306
CBK92203,STM91307
CBK92203,STM91308
CBK92203,STM91309
CBK92203,STM91718
CBK92205,STM91779
CBK92205,STM91780
CBK92210,CBK92209
CBK92210,STM91783
CBK92212,CBK92211
CBK92212,SMJ10192
CBK92212,SMJ10193
CBK92214,CBK92211
CBK92214,CBK92213
CBK92214,SMJ10192
CBK92214,SMJ10193
CBK92215,CBK92216
CBK92217,CBK92069
CBK92217,CBK92215
CBK92218,CBK92217
CBK92218,SMJ04024
CBK92218,SMJ08197
CBK92218,SMJ08198
CBK92218,SMJ08206
CBK92218,SMJ09035
CBK92218,SMJ09036
CBK92218,SMJ10020
CBK92218,SMJ10139
CBK92219,CBK92216
CBK92220,CBK92069
CBK92220,CBK92219
CBK92221,CBK92220
CBK92221,SMJ04024
CBK92221,SMJ08197
CBK92221,SMJ08198
CBK92221,SMJ08206
CBK92221,SMJ09035
CBK92221,SMJ09036
CBK92221,SMJ10020
CBK92221,SMJ10139
CBK92229,CBK92184
CBK92229,CBK92230
CBK92232,CBK92231
CBK92232,MAJ06259
CBK92232,MAJ06260
CBK92232,MAJ06261
CBK92237,CBK92069
CBK92238,CBK92070
CBK92249,CBK92247
CBK92249,MAJ02095
CBK92249,MAJ02096
MAJ01100,STM91761
MAJ01101,STM91763
MAJ01103,CBK92137
MAJ01105,CBK92137
MAJ01105,CBK92223
MAJ01105,CBK92224
MAJ01110,CBK92069
MAJ01110,STM91762
MAJ01126,CBK90657
MAJ01126,CBK92137
MAJ01126,STM91766
MAJ01173,CBK92069
MAJ01188,SMJ10186
MAJ01188,SMJ10191
MAJ02082,CBK91048
MAJ02082,STM90974
MAJ02083,CBK91049
MAJ02083,STM90975
MAJ02084,CBK91050
MAJ02084,STM90976
MAJ02085,CBK91051
MAJ02085,STM90977
MAJ02086,CBK91052
MAJ02086,STM90978
MAJ02087,CBK91038
MAJ02087,STM90974
MAJ02088,CBK91039
MAJ02088,STM90975
MAJ02089,CBK91040
MAJ02089,STM90976
MAJ02090,CBK91041
MAJ02090,STM90977
MAJ02091,CBK91042
MAJ02091,STM90978
MAJ02093,CBK91743
MAJ02093,STM91234
MAJ02094,CBK91745
MAJ02094,STM91234
MAJ02902,CBK90802
MAJ02902,CBK91954
MAJ02902,STM90695
MAJ03001,CBK92124
MAJ03001,SMJ10162
MAJ03001,SMJ10163
MAJ03002,CBK91895
MAJ03002,STM90848
MAJ03005,CBK91781
MAJ03005,STM91774
MAJ03005,STM91775
MAJ03017,CBK91781
MAJ03017,CBK91783
MAJ03028,CBK91781
MAJ03028,STM91774
MAJ03028,STM91775
MAJ03413,CBK92203
MAJ03413,STM91774
MAJ03413,STM91775
MAJ03470,CBK92134
MAJ03476,CBK90969
MAJ03476,STM90859
MAJ03476,STM90869
MAJ03477,CBK90970
MAJ03477,CBK91788
MAJ03477,STM90859
MAJ03478,CBK90971
MAJ03478,CBK91789
MAJ03478,STM90859
MAJ03479,CBK90972
MAJ03479,CBK91787
MAJ03479,STM90859
MAJ03481,CBK90973
MAJ03481,STM90859
MAJ03481,STM90874
MAJ03482,CBK90974
MAJ03482,STM90859
MAJ03482,STM90875
MAJ03484,CBK90976
MAJ03484,STM90859
MAJ03484,STM90877
MAJ03486,CBK90978
MAJ03486,STM90859
MAJ03486,STM90879
MAJ03488,CBK90980
MAJ03488,STM90859
MAJ03488,STM90881
MAJ03489,CBK90981
MAJ03489,STM90859
MAJ03489,STM90882
MAJ03490,CBK90969
MAJ03490,STM90869
MAJ03491,CBK90970
MAJ03491,CBK91788
MAJ03492,CBK90971
MAJ03492,CBK91789
MAJ03493,CBK90972
MAJ03493,CBK91787
MAJ03495,CBK90973
MAJ03495,STM90874
MAJ03496,CBK90974
MAJ03496,STM90875
MAJ03498,CBK90976
MAJ03498,STM90877
MAJ03500,CBK90978
MAJ03500,STM90879
MAJ03502,CBK90980
MAJ03502,STM90881
MAJ03503,CBK90981
MAJ03503,STM90882
MAJ03512,CBK90969
MAJ03512,STM90869
MAJ03512,STM91121
MAJ03513,CBK90970
MAJ03513,CBK91788
MAJ03513,STM91121
MAJ03514,CBK90976
MAJ03514,STM90877
MAJ03514,STM91121
MAJ03515,CBK92153
MAJ03515,STM91183
MAJ03517,CBK92152
MAJ03517,STM91184
MAJ03518,CBK92152
MAJ03518,STM91185
MAJ03520,CBK91234
MAJ03520,SMJ02065
MAJ03520,SMJ02066
MAJ03520,SMJ02067
MAJ03520,SMJ03067
MAJ03520,SMJ10088
MAJ03520,SMJ10157
MAJ03520,STM91186
MAJ03522,CBK91234
MAJ03522,SMJ02065
MAJ03522,SMJ02066
MAJ03522,SMJ02067
MAJ03522,SMJ03067
MAJ03522,SMJ10088
MAJ03522,SMJ10157
MAJ03522,STM91188
MAJ03523,CBK91234
MAJ03523,SMJ02065
MAJ03523,SMJ02066
MAJ03523,SMJ02067
MAJ03523,SMJ03067
MAJ03523,SMJ10088
MAJ03523,SMJ10157
MAJ03523,STM91189
MAJ03524,CBK92204
MAJ03524,STM91775
MAJ03524,STM91776
MAJ03524,STM91777
MAJ03525,CBK92204
MAJ03525,STM91775
MAJ03525,STM91776
MAJ03525,STM91777
MAJ03527,CBK92204
MAJ03527,STM91775
MAJ03527,STM91777
MAJ03528,CBK91747
MAJ03528,STM90859
MAJ03528,STM91237
MAJ03529,CBK91747
MAJ03529,STM91237
MAJ03530,CBK91747
MAJ03530,STM91121
MAJ03530,STM91237
MAJ03531,STM90859
MAJ03533,STM91121
MAJ03534,CBK91873
MAJ03534,STM91121
MAJ03534,STM91412
MAJ03535,CBK91873
MAJ03535,STM90859
MAJ03535,STM91412
MAJ03536,CBK91873
MAJ03536,STM91412
MAJ03537,CBK92203
MAJ03537,STM91774
MAJ03537,STM91775
MAJ03537,STM91777
MAJ03539,CBK90980
MAJ03539,STM90881
MAJ03539,STM91121
MAJ03540,CBK91080
MAJ03540,CBK91969
MAJ03540,CBK91970
MAJ03541,CBK91969
MAJ03541,CBK91970
MAJ03542,CBK91080
MAJ03542,CBK91970
MAJ03543,STM91596
MAJ03552,CBK92251
MAJ03552,CBK92252
MAJ03553,CBK92251
MAJ03553,CBK92252
MAJ03553,STM90859
MAJ05004,CBK92135
MAJ06213,CBK91932
MAJ06216,CBK90912
MAJ06218,CBK91932
MAJ06219,CBK91932
MAJ06231,CBK91271
MAJ06239,CBK91884
MAJ06245,CBK91906
MAJ06245,STM91460
MAJ06246,CBK92239
MAJ06246,STM91460
MAJ06247,CBK91908
MAJ06247,STM91460
MAJ06248,CBK92003
MAJ06248,STM91460
MAJ06249,CBK91907
MAJ06249,STM91460
MAJ06251,CBK91932
MAJ06252,CBK91932
MAJ06253,CBK92004
MAJ06254,CBK92189
MAJ07051,CBK91932
MAJ07100,CBK91262
MAJ07100,STM91207
MAJ07101,CBK91263
MAJ07101,STM91208
MAJ07102,CBK91264
MAJ07102,STM91209
MAJ07103,CBK91265
MAJ07103,STM91208
MAJ07104,CBK91263
MAJ07104,STM91211
MAJ07107,CBK91793
MAJ07107,CBK91795
MAJ07107,STM91054
MAJ07107,STM91055
MAJ07108,CBK91796
MAJ07108,STM91060
MAJ07109,CBK91793
MAJ07109,CBK91795
MAJ07109,STM91054
MAJ07109,STM91055
MAJ07110,CBK91796
MAJ07110,STM91060
MAJ07111,CBK90869
MAJ07112,CBK90869
MAJ07112,CBK90870
MAJ07113,CBK90869
MAJ07116,CBK90869
MAJ07117,CBK90869
MAJ07118,STM91054
MAJ07118,STM91341
MAJ07119,CBK91751
MAJ07119,CBK91793
MAJ07119,STM91060
MAJ07121,CBK90869
MAJ07121,CBK92033
MAJ07122,CBK91921
MAJ07123,CBK91921
MAJ07123,CBK92030
MAJ07124,CBK90869
MAJ07124,CBK92030
MAJ07124,CBK92034
MAJ07125,CBK91921
MAJ07126,CBK90869
MAJ07126,CBK92031
MAJ07126,CBK92035
MAJ07127,CBK91921
MAJ07127,CBK92031
MAJ07128,CBK91921
MAJ07128,CBK92032
MAJ07129,CBK90869
MAJ07129,CBK92032
MAJ07130,CBK90869
MAJ07131,CBK90869
MAJ07132,CBK92040
MAJ07134,CBK90869
MAJ07135,CBK91938
MAJ07135,STM91503
MAJ07136,CBK91939
MAJ07136,STM91489
MAJ07137,CBK92031
MAJ07137,CBK92035
MAJ07139,CBK91921
MAJ07139,CBK92035
MAJ07140,CBK91921
MAJ07140,CBK92034
MAJ07141,CBK90869
MAJ07142,CBK91921
MAJ07143,CBK91921
MAJ07144,CBK91921
MAJ08517,CBK91219
MAJ08955,CBK91932
MAJ08964,CBK91218
MAJ09401,STM90558
MAJ09401,STM90559
MAJ09432,CBK90483
MAJ09434,CBK90480
MAJ09435,CBK90483
MAJ09436,CBK90485
MAJ09437,CBK90486
MAJ09438,CBK90481
MAJ09440,CBK90484
MAJ09441,CBK90417
MAJ09443,CBK91728
MAJ09445,CBK90484
MAJ09447,CBK90480
MAJ09447,CBK91975
MAJ09447,CBK91976
MAJ09447,CBK91977
MAJ09447,STM91544
MAJ09448,CBK90483
MAJ09448,CBK91975
MAJ09448,CBK91976
MAJ09448,CBK91978
MAJ09448,STM91544
MAJ09449,CBK90485
MAJ09449,CBK91975
MAJ09449,CBK91976
MAJ09449,CBK91979
MAJ09449,STM91544
MAJ09450,CBK90486
MAJ09450,CBK91975
MAJ09450,CBK91976
MAJ09450,CBK91980
MAJ09450,STM91544
MAJ09451,CBK90481
MAJ09451,CBK91975
MAJ09451,CBK91976
MAJ09451,CBK91981
MAJ09451,STM91544
MAJ09452,CBK90484
MAJ09452,CBK91975
MAJ09452,CBK91976
MAJ09452,CBK91982
MAJ09452,STM91544
MAJ09453,CBK90480
MAJ09453,CBK92074
MAJ09454,CBK90483
MAJ09454,CBK92075
MAJ09455,CBK90485
MAJ09455,CBK92076
MAJ09456,CBK90486
MAJ09456,CBK92077
MAJ09457,CBK90481
MAJ09457,CBK92078
MAJ09458,CBK90484
MAJ09458,CBK92079
MAJ09470,CBK90480
MAJ09470,STM91649
MAJ09471,CBK90483
MAJ09471,STM91650
MAJ09472,CBK90485
MAJ09472,STM91651
MAJ09473,CBK90486
MAJ09473,STM91652
MAJ09474,CBK90481
MAJ09474,STM91653
MAJ09475,CBK90484
MAJ09475,STM91654
MAJ10048,STM91123
MAJ10048,STM91124
MAJ10054,CBK91775
MAJ10054,STM90763
MAJ10054,STM91297
MAJ10058,CBK92047
SMJ02038,CBK90802
SMJ02038,STM90695
SMJ02038,STM90695
SMJ03052,STM91187
SMJ03052,STM91187
SMJ03063,CBK91232
SMJ03065,CBK91232
SMJ03066,CBK91232
SMJ03432,CBK91232
SMJ03433,CBK92029
SMJ08116,STM90704
SMJ08116,STM90704
SMJ08139,CBK90166
SMJ08215,STM90704
SMJ08215,STM90704
SMJ08215,STM90705
SMJ08215,STM90705
SMJ09030,CBK90167
SMJ09034,STM91314
SMJ09034,STM91314
SMJ09034,STM91315
SMJ09034,STM91315
SMJ09034,STM91316
SMJ09034,STM91316
SMJ09034,STM91317
SMJ09034,STM91317
SMJ09034,STM91318
SMJ09034,STM91318
SMJ09034,STM91322
SMJ09034,STM91322
SMJ09035,CBK90494
SMJ09035,CBK90495
SMJ09035,CBK90497
SMJ09035,CBK90498
SMJ09035,CBK90499
SMJ09035,CBK90500
SMJ09036,STM90016
SMJ09036,STM90016
SMJ09036,STM90017
SMJ09036,STM90017
SMJ09036,STM90018
SMJ09036,STM90018
SMJ09036,STM90020
SMJ09036,STM90020
SMJ09036,STM90021
SMJ09036,STM90021
SMJ09036,STM90023
SMJ09036,STM90023
SMJ10053,CBK90996
SMJ10053,STM90869
SMJ10053,STM90869
SMJ10054,CBK90995
SMJ10054,STM90870
SMJ10054,STM90870
SMJ10055,CBK90994
SMJ10055,STM90871
SMJ10055,STM90871
SMJ10056,CBK90993
SMJ10056,STM90872
SMJ10056,STM90872
SMJ10058,CBK90992
SMJ10058,STM90874
SMJ10058,STM90874
SMJ10059,CBK90991
SMJ10059,STM90875
SMJ10059,STM90875
SMJ10061,CBK90989
SMJ10061,STM90877
SMJ10061,STM90877
SMJ10063,CBK90987
SMJ10063,STM90879
SMJ10063,STM90879
SMJ10065,CBK90985
SMJ10065,STM90881
SMJ10065,STM90881
SMJ10066,CBK90984
SMJ10066,STM90882
SMJ10066,STM90882
SMJ10069,CBK91055
SMJ10069,STM90974
SMJ10069,STM90974
SMJ10070,CBK91056
SMJ10070,STM90975
SMJ10070,STM90975
SMJ10071,CBK91057
SMJ10071,STM90976
SMJ10071,STM90976
SMJ10072,CBK91058
SMJ10072,STM90977
SMJ10072,STM90977
SMJ10073,CBK91059
SMJ10073,STM90978
SMJ10073,STM90978
SMJ10089,CBK91742
SMJ10090,CBK91742
SMJ10093,CBK91744
SMJ10093,STM91234
SMJ10093,STM91234
SMJ10094,CBK91748
SMJ10094,STM91237
SMJ10094,STM91237
SMJ10116,CBK91881
SMJ10124,CBK91874
SMJ10124,STM91411
SMJ10124,STM91411
SMJ10128,CBK91890
SMJ10129,CBK91890
SMJ10130,CBK91890
SMJ10131,STM91441
SMJ10131,STM91441
SMJ10131,STM91442
SMJ10131,STM91442
SMJ10131,STM91443
SMJ10131,STM91443
SMJ10131,STM91444
SMJ10131,STM91444
SMJ10131,STM91445
SMJ10131,STM91445
SMJ10131,STM91446
SMJ10131,STM91446
SMJ10131,STM91447
SMJ10131,STM91447
SMJ10131,STM91448
SMJ10131,STM91448
SMJ10131,STM91449
SMJ10131,STM91449
SMJ10149,CBK92005
SMJ10158,CBK92028
SMJ10172,CBK92151
SMJ10172,STM91306
SMJ10172,STM91306
SMJ10172,STM91307
SMJ10172,STM91307
SMJ10172,STM91308
SMJ10172,STM91308
SMJ10172,STM91309
SMJ10172,STM91309
SMJ10172,STM91718
SMJ10172,STM91718
SMJ10196,CBK92069
SMJ10197,CBK92251
SMJ10197,CBK92253
STM90016,CBK90487
STM90017,CBK90490
STM90018,CBK90492
STM90020,CBK90493
STM90021,CBK90488
STM90023,CBK90491
STM90345,CBK91834
STM90523,CBK90169
STM90523,CBK90170
STM90524,CBK90645
STM90524,CBK90646
STM90678,CBK90574
STM90678,STM90681
STM90691,CBK90923
STM90691,CBK91729
STM90691,STM90832
STM90694,CBK92137
STM90697,CBK92198
STM90697,CBK92199
STM90697,STM91763
STM90838,CBK90938
STM90849,CBK91080
STM90860,CBK90957
STM90860,STM90859
STM90861,CBK90955
STM90861,CBK90960
STM90866,CBK90965
STM90866,STM90859
STM90867,CBK90955
STM90867,CBK90966
STM90868,CBK90968
STM90868,STM90859
STM90883,CBK90955
STM90883,CBK90982
STM90884,STM91418
STM90884,STM91419
STM90884,STM91420
STM90898,STM91421
STM90898,STM91422
STM90898,STM91423
STM90912,CBK90716
STM90913,CBK90716
STM90914,CBK90743
STM90916,CBK90968
STM90928,CBK92069
STM90963,CBK91026
STM90963,CBK91027
STM90964,CBK91028
STM90964,CBK91029
STM90965,CBK91030
STM90965,CBK91031
STM90966,CBK91032
STM90966,CBK91033
STM90967,CBK91034
STM90967,CBK91035
STM90969,CBK91038
STM90969,STM90974
STM90970,CBK91039
STM90970,STM90975
STM90971,CBK91040
STM90971,STM90976
STM90972,CBK91041
STM90972,STM90977
STM90973,CBK91042
STM90973,STM90978
STM90981,CBK91025
STM90982,CBK91025
STM90983,CBK91044
STM90996,CBK91971
STM91004,CBK90655
STM91004,STM90679
STM91004,STM90697
STM91005,CBK90572
STM91005,STM90697
STM91005,STM91003
STM91006,MAJ01126
STM91006,STM90694
STM91006,STM91002
STM91007,CBK90573
STM91007,STM90680
STM91007,STM90694
STM91018,CBK91079
STM91018,CBK92069
STM91018,CBK92241
STM91029,CBK91045
STM91030,CBK91045
STM91052,CBK90923
STM91052,CBK91731
STM91052,STM90832
STM91120,CBK90955
STM91120,CBK90982
STM91139,CBK91168
STM91139,STM91140
STM91156,CBK91201
STM91156,STM90859
STM91158,CBK91202
STM91158,CBK91203
STM91161,CBK91235
STM91162,CBK92059
STM91235,CBK91745
STM91235,STM91234
STM91236,CBK91744
STM91236,CBK91746
STM91260,CBK91185
STM91260,STM91135
STM91260,STM91136
STM91260,STM91137
STM91260,STM91359
STM91262,STM91263
STM91333,CBK91791
STM91334,CBK91791
STM91336,CBK91791
STM91336,STM91248
STM91336,STM91249
STM91336,STM91250
STM91337,CBK91792
STM91338,CBK91791
STM91338,STM91251
STM91378,CBK91824
STM91378,STM91377
STM91390,CBK91835
STM91390,STM91383
STM91391,CBK91833
STM91391,STM91383
STM91393,CBK91835
STM91401,CBK91867
STM91405,CBK91868
STM91405,CBK91870
STM91406,CBK91868
STM91406,CBK91871
STM91407,CBK91871
STM91407,CBK91872
STM91413,CBK91875
STM91414,CBK92204
STM91428,STM91429
STM91428,STM91430
STM91438,CBK91887
STM91438,SMJ10127
STM91459,CBK91903
STM91459,CBK91904
STM91467,CBK91911
STM91468,CBK91912
STM91469,CBK91912
STM91470,CBK91911
STM91471,CBK91913
STM91471,STM91473
STM91471,STM91474
STM91472,CBK91913
STM91472,CBK91914
STM91472,STM91475
STM91490,CBK91999
STM91495,STM90679
STM91495,STM91490
STM91496,STM90680
STM91496,STM91491
STM91497,STM90681
STM91497,STM91492
STM91514,CBK92069
STM91521,MAJ01082
STM91521,MAJ01112
STM91556,STM91557
STM91556,STM91558
STM91562,CBK91992
STM91562,STM91551
STM91563,CBK92008
STM91563,STM91460
STM91568,CBK92069
STM91572,CBK92017
STM91594,STM91595
STM91594,STM91596
STM91633,MAJ07142
STM91633,MAJ08438
STM91634,MAJ07143
STM91634,MAJ09209
STM91638,STM91640
STM91638,STM91641
STM91662,CBK92071
STM91662,CBK92072
STM91707,CBK92072
STM91712,CBK90232
STM91712,MAJ01173
STM91712,STM91002
STM91713,CBK92137
STM91713,MAJ01174
STM91713,STM90680
STM91744,CBK92174
STM91744,STM91750
STM91745,CBK92168
STM91745,STM91829
STM91746,CBK92176
STM91746,STM91753
STM91747,CBK92178
STM91747,STM91755
STM91748,CBK92177
STM91748,STM91754
STM91751,CBK92172
STM91752,CBK92170
STM91756,CBK92179
STM91756,CBK92180
STM91757,CBK92179
STM91757,CBK92181
STM91759,CBK92069
STM91761,CBK92137
STM91761,CBK92190
STM91762,CBK90232
STM91762,CBK92191
STM91763,CBK92137
STM91763,CBK92192
STM91765,CBK92069
STM91770,STM91557
STM91770,STM91558
STM91772,CBK91821
STM91772,CBK92202
STM91779,MAJ01188
STM91779,STM91778
STM91780,CBK92140
STM91780,STM91299
STM91783,CBK92208
STM91783,STM90792
